,skin,fat,muscle,ijv,cca
820,16.0,14.333333333333334,4.0,52.0,52.0
821,16.0,14.333333333333334,4.0,44.75,44.75
822,16.0,14.333333333333334,4.0,37.5,37.5
823,16.0,14.333333333333334,4.0,30.25,30.25
824,16.0,14.333333333333334,4.0,23.0,23.0
825,16.0,12.166666666666668,9.0,52.0,52.0
826,16.0,12.166666666666668,9.0,44.75,44.75
827,16.0,12.166666666666668,9.0,37.5,37.5
828,16.0,12.166666666666668,9.0,30.25,30.25
829,16.0,12.166666666666668,9.0,23.0,23.0
830,16.0,12.166666666666668,7.75,52.0,52.0
831,16.0,12.166666666666668,7.75,44.75,44.75
832,16.0,12.166666666666668,7.75,37.5,37.5
833,16.0,12.166666666666668,7.75,30.25,30.25
834,16.0,12.166666666666668,7.75,23.0,23.0
835,16.0,12.166666666666668,6.5,52.0,52.0
836,16.0,12.166666666666668,6.5,44.75,44.75
837,16.0,12.166666666666668,6.5,37.5,37.5
838,16.0,12.166666666666668,6.5,30.25,30.25
839,16.0,12.166666666666668,6.5,23.0,23.0
840,16.0,12.166666666666668,5.25,52.0,52.0
841,16.0,12.166666666666668,5.25,44.75,44.75
842,16.0,12.166666666666668,5.25,37.5,37.5
843,16.0,12.166666666666668,5.25,30.25,30.25
844,16.0,12.166666666666668,5.25,23.0,23.0
845,16.0,12.166666666666668,4.0,52.0,52.0
846,16.0,12.166666666666668,4.0,44.75,44.75
847,16.0,12.166666666666668,4.0,37.5,37.5
848,16.0,12.166666666666668,4.0,30.25,30.25
849,16.0,12.166666666666668,4.0,23.0,23.0
850,16.0,10.0,9.0,52.0,52.0
851,16.0,10.0,9.0,44.75,44.75
852,16.0,10.0,9.0,37.5,37.5
853,16.0,10.0,9.0,30.25,30.25
854,16.0,10.0,9.0,23.0,23.0
855,16.0,10.0,7.75,52.0,52.0
856,16.0,10.0,7.75,44.75,44.75
857,16.0,10.0,7.75,37.5,37.5
858,16.0,10.0,7.75,30.25,30.25
859,16.0,10.0,7.75,23.0,23.0
860,16.0,10.0,6.5,52.0,52.0
861,16.0,10.0,6.5,44.75,44.75
862,16.0,10.0,6.5,37.5,37.5
863,16.0,10.0,6.5,30.25,30.25
864,16.0,10.0,6.5,23.0,23.0
865,16.0,10.0,5.25,52.0,52.0
866,16.0,10.0,5.25,44.75,44.75
867,16.0,10.0,5.25,37.5,37.5
868,16.0,10.0,5.25,30.25,30.25
869,16.0,10.0,5.25,23.0,23.0
870,16.0,10.0,4.0,52.0,52.0
871,16.0,10.0,4.0,44.75,44.75
872,16.0,10.0,4.0,37.5,37.5
873,16.0,10.0,4.0,30.25,30.25
874,16.0,10.0,4.0,23.0,23.0
875,13.0,23.0,9.0,52.0,52.0
876,13.0,23.0,9.0,44.75,44.75
877,13.0,23.0,9.0,37.5,37.5
878,13.0,23.0,9.0,30.25,30.25
879,13.0,23.0,9.0,23.0,23.0
880,13.0,23.0,7.75,52.0,52.0
881,13.0,23.0,7.75,44.75,44.75
882,13.0,23.0,7.75,37.5,37.5
883,13.0,23.0,7.75,30.25,30.25
884,13.0,23.0,7.75,23.0,23.0
885,13.0,23.0,6.5,52.0,52.0
886,13.0,23.0,6.5,44.75,44.75
887,13.0,23.0,6.5,37.5,37.5
888,13.0,23.0,6.5,30.25,30.25
889,13.0,23.0,6.5,23.0,23.0
890,13.0,23.0,5.25,52.0,52.0
891,13.0,23.0,5.25,44.75,44.75
892,13.0,23.0,5.25,37.5,37.5
893,13.0,23.0,5.25,30.25,30.25
894,13.0,23.0,5.25,23.0,23.0
895,13.0,23.0,4.0,52.0,52.0
896,13.0,23.0,4.0,44.75,44.75
897,13.0,23.0,4.0,37.5,37.5
898,13.0,23.0,4.0,30.25,30.25
899,13.0,23.0,4.0,23.0,23.0
900,13.0,20.833333333333332,9.0,52.0,52.0
901,13.0,20.833333333333332,9.0,44.75,44.75
902,13.0,20.833333333333332,9.0,37.5,37.5
903,13.0,20.833333333333332,9.0,30.25,30.25
904,13.0,20.833333333333332,9.0,23.0,23.0
905,13.0,20.833333333333332,7.75,52.0,52.0
906,13.0,20.833333333333332,7.75,44.75,44.75
907,13.0,20.833333333333332,7.75,37.5,37.5
908,13.0,20.833333333333332,7.75,30.25,30.25
909,13.0,20.833333333333332,7.75,23.0,23.0
910,13.0,20.833333333333332,6.5,52.0,52.0
911,13.0,20.833333333333332,6.5,44.75,44.75
912,13.0,20.833333333333332,6.5,37.5,37.5
913,13.0,20.833333333333332,6.5,30.25,30.25
914,13.0,20.833333333333332,6.5,23.0,23.0
915,13.0,20.833333333333332,5.25,52.0,52.0
916,13.0,20.833333333333332,5.25,44.75,44.75
917,13.0,20.833333333333332,5.25,37.5,37.5
918,13.0,20.833333333333332,5.25,30.25,30.25
919,13.0,20.833333333333332,5.25,23.0,23.0
920,13.0,20.833333333333332,4.0,52.0,52.0
921,13.0,20.833333333333332,4.0,44.75,44.75
922,13.0,20.833333333333332,4.0,37.5,37.5
923,13.0,20.833333333333332,4.0,30.25,30.25
924,13.0,20.833333333333332,4.0,23.0,23.0
925,13.0,18.666666666666668,9.0,52.0,52.0
926,13.0,18.666666666666668,9.0,44.75,44.75
927,13.0,18.666666666666668,9.0,37.5,37.5
928,13.0,18.666666666666668,9.0,30.25,30.25
929,13.0,18.666666666666668,9.0,23.0,23.0
930,13.0,18.666666666666668,7.75,52.0,52.0
931,13.0,18.666666666666668,7.75,44.75,44.75
932,13.0,18.666666666666668,7.75,37.5,37.5
933,13.0,18.666666666666668,7.75,30.25,30.25
934,13.0,18.666666666666668,7.75,23.0,23.0
935,13.0,18.666666666666668,6.5,52.0,52.0
936,13.0,18.666666666666668,6.5,44.75,44.75
937,13.0,18.666666666666668,6.5,37.5,37.5
938,13.0,18.666666666666668,6.5,30.25,30.25
939,13.0,18.666666666666668,6.5,23.0,23.0
940,13.0,18.666666666666668,5.25,52.0,52.0
941,13.0,18.666666666666668,5.25,44.75,44.75
942,13.0,18.666666666666668,5.25,37.5,37.5
943,13.0,18.666666666666668,5.25,30.25,30.25
944,13.0,18.666666666666668,5.25,23.0,23.0
945,13.0,18.666666666666668,4.0,52.0,52.0
946,13.0,18.666666666666668,4.0,44.75,44.75
947,13.0,18.666666666666668,4.0,37.5,37.5
948,13.0,18.666666666666668,4.0,30.25,30.25
949,13.0,18.666666666666668,4.0,23.0,23.0
950,13.0,16.5,9.0,52.0,52.0
951,13.0,16.5,9.0,44.75,44.75
952,13.0,16.5,9.0,37.5,37.5
953,13.0,16.5,9.0,30.25,30.25
954,13.0,16.5,9.0,23.0,23.0
955,13.0,16.5,7.75,52.0,52.0
956,13.0,16.5,7.75,44.75,44.75
957,13.0,16.5,7.75,37.5,37.5
958,13.0,16.5,7.75,30.25,30.25
959,13.0,16.5,7.75,23.0,23.0
960,13.0,16.5,6.5,52.0,52.0
961,13.0,16.5,6.5,44.75,44.75
962,13.0,16.5,6.5,37.5,37.5
963,13.0,16.5,6.5,30.25,30.25
964,13.0,16.5,6.5,23.0,23.0
965,13.0,16.5,5.25,52.0,52.0
966,13.0,16.5,5.25,44.75,44.75
967,13.0,16.5,5.25,37.5,37.5
968,13.0,16.5,5.25,30.25,30.25
969,13.0,16.5,5.25,23.0,23.0
970,13.0,16.5,4.0,52.0,52.0
971,13.0,16.5,4.0,44.75,44.75
972,13.0,16.5,4.0,37.5,37.5
973,13.0,16.5,4.0,30.25,30.25
974,13.0,16.5,4.0,23.0,23.0
975,13.0,14.333333333333334,9.0,52.0,52.0
976,13.0,14.333333333333334,9.0,44.75,44.75
977,13.0,14.333333333333334,9.0,37.5,37.5
978,13.0,14.333333333333334,9.0,30.25,30.25
979,13.0,14.333333333333334,9.0,23.0,23.0
980,13.0,14.333333333333334,7.75,52.0,52.0
981,13.0,14.333333333333334,7.75,44.75,44.75
982,13.0,14.333333333333334,7.75,37.5,37.5
983,13.0,14.333333333333334,7.75,30.25,30.25
984,13.0,14.333333333333334,7.75,23.0,23.0
985,13.0,14.333333333333334,6.5,52.0,52.0
986,13.0,14.333333333333334,6.5,44.75,44.75
987,13.0,14.333333333333334,6.5,37.5,37.5
988,13.0,14.333333333333334,6.5,30.25,30.25
989,13.0,14.333333333333334,6.5,23.0,23.0
990,13.0,14.333333333333334,5.25,52.0,52.0
991,13.0,14.333333333333334,5.25,44.75,44.75
992,13.0,14.333333333333334,5.25,37.5,37.5
993,13.0,14.333333333333334,5.25,30.25,30.25
994,13.0,14.333333333333334,5.25,23.0,23.0
995,13.0,14.333333333333334,4.0,52.0,52.0
996,13.0,14.333333333333334,4.0,44.75,44.75
997,13.0,14.333333333333334,4.0,37.5,37.5
998,13.0,14.333333333333334,4.0,30.25,30.25
999,13.0,14.333333333333334,4.0,23.0,23.0
1000,13.0,12.166666666666668,9.0,52.0,52.0
1001,13.0,12.166666666666668,9.0,44.75,44.75
1002,13.0,12.166666666666668,9.0,37.5,37.5
1003,13.0,12.166666666666668,9.0,30.25,30.25
1004,13.0,12.166666666666668,9.0,23.0,23.0
1005,13.0,12.166666666666668,7.75,52.0,52.0
1006,13.0,12.166666666666668,7.75,44.75,44.75
1007,13.0,12.166666666666668,7.75,37.5,37.5
1008,13.0,12.166666666666668,7.75,30.25,30.25
1009,13.0,12.166666666666668,7.75,23.0,23.0
1010,13.0,12.166666666666668,6.5,52.0,52.0
1011,13.0,12.166666666666668,6.5,44.75,44.75
1012,13.0,12.166666666666668,6.5,37.5,37.5
1013,13.0,12.166666666666668,6.5,30.25,30.25
1014,13.0,12.166666666666668,6.5,23.0,23.0
1015,13.0,12.166666666666668,5.25,52.0,52.0
1016,13.0,12.166666666666668,5.25,44.75,44.75
1017,13.0,12.166666666666668,5.25,37.5,37.5
1018,13.0,12.166666666666668,5.25,30.25,30.25
1019,13.0,12.166666666666668,5.25,23.0,23.0
1020,13.0,12.166666666666668,4.0,52.0,52.0
1021,13.0,12.166666666666668,4.0,44.75,44.75
1022,13.0,12.166666666666668,4.0,37.5,37.5
1023,13.0,12.166666666666668,4.0,30.25,30.25
1024,13.0,12.166666666666668,4.0,23.0,23.0
1025,13.0,10.0,9.0,52.0,52.0
1026,13.0,10.0,9.0,44.75,44.75
1027,13.0,10.0,9.0,37.5,37.5
1028,13.0,10.0,9.0,30.25,30.25
1029,13.0,10.0,9.0,23.0,23.0
1030,13.0,10.0,7.75,52.0,52.0
1031,13.0,10.0,7.75,44.75,44.75
1032,13.0,10.0,7.75,37.5,37.5
1033,13.0,10.0,7.75,30.25,30.25
1034,13.0,10.0,7.75,23.0,23.0
1035,13.0,10.0,6.5,52.0,52.0
1036,13.0,10.0,6.5,44.75,44.75
1037,13.0,10.0,6.5,37.5,37.5
1038,13.0,10.0,6.5,30.25,30.25
1039,13.0,10.0,6.5,23.0,23.0
1040,13.0,10.0,5.25,52.0,52.0
1041,13.0,10.0,5.25,44.75,44.75
1042,13.0,10.0,5.25,37.5,37.5
1043,13.0,10.0,5.25,30.25,30.25
1044,13.0,10.0,5.25,23.0,23.0
1045,13.0,10.0,4.0,52.0,52.0
1046,13.0,10.0,4.0,44.75,44.75
1047,13.0,10.0,4.0,37.5,37.5
1048,13.0,10.0,4.0,30.25,30.25
1049,13.0,10.0,4.0,23.0,23.0
1050,10.0,23.0,9.0,52.0,52.0
1051,10.0,23.0,9.0,44.75,44.75
1052,10.0,23.0,9.0,37.5,37.5
1053,10.0,23.0,9.0,30.25,30.25
1054,10.0,23.0,9.0,23.0,23.0
1055,10.0,23.0,7.75,52.0,52.0
1056,10.0,23.0,7.75,44.75,44.75
1057,10.0,23.0,7.75,37.5,37.5
1058,10.0,23.0,7.75,30.25,30.25
1059,10.0,23.0,7.75,23.0,23.0
1060,10.0,23.0,6.5,52.0,52.0
1061,10.0,23.0,6.5,44.75,44.75
1062,10.0,23.0,6.5,37.5,37.5
1063,10.0,23.0,6.5,30.25,30.25
1064,10.0,23.0,6.5,23.0,23.0
1065,10.0,23.0,5.25,52.0,52.0
1066,10.0,23.0,5.25,44.75,44.75
1067,10.0,23.0,5.25,37.5,37.5
1068,10.0,23.0,5.25,30.25,30.25
1069,10.0,23.0,5.25,23.0,23.0
1070,10.0,23.0,4.0,52.0,52.0
1071,10.0,23.0,4.0,44.75,44.75
1072,10.0,23.0,4.0,37.5,37.5
1073,10.0,23.0,4.0,30.25,30.25
1074,10.0,23.0,4.0,23.0,23.0
1075,10.0,20.833333333333332,9.0,52.0,52.0
1076,10.0,20.833333333333332,9.0,44.75,44.75
1077,10.0,20.833333333333332,9.0,37.5,37.5
1078,10.0,20.833333333333332,9.0,30.25,30.25
1079,10.0,20.833333333333332,9.0,23.0,23.0
1080,10.0,20.833333333333332,7.75,52.0,52.0
1081,10.0,20.833333333333332,7.75,44.75,44.75
1082,10.0,20.833333333333332,7.75,37.5,37.5
1083,10.0,20.833333333333332,7.75,30.25,30.25
1084,10.0,20.833333333333332,7.75,23.0,23.0
1085,10.0,20.833333333333332,6.5,52.0,52.0
1086,10.0,20.833333333333332,6.5,44.75,44.75
1087,10.0,20.833333333333332,6.5,37.5,37.5
1088,10.0,20.833333333333332,6.5,30.25,30.25
1089,10.0,20.833333333333332,6.5,23.0,23.0
1090,10.0,20.833333333333332,5.25,52.0,52.0
1091,10.0,20.833333333333332,5.25,44.75,44.75
1092,10.0,20.833333333333332,5.25,37.5,37.5
1093,10.0,20.833333333333332,5.25,30.25,30.25
1094,10.0,20.833333333333332,5.25,23.0,23.0
1095,10.0,20.833333333333332,4.0,52.0,52.0
1096,10.0,20.833333333333332,4.0,44.75,44.75
1097,10.0,20.833333333333332,4.0,37.5,37.5
1098,10.0,20.833333333333332,4.0,30.25,30.25
1099,10.0,20.833333333333332,4.0,23.0,23.0
1100,10.0,18.666666666666668,9.0,52.0,52.0
1101,10.0,18.666666666666668,9.0,44.75,44.75
1102,10.0,18.666666666666668,9.0,37.5,37.5
1103,10.0,18.666666666666668,9.0,30.25,30.25
1104,10.0,18.666666666666668,9.0,23.0,23.0
1105,10.0,18.666666666666668,7.75,52.0,52.0
1106,10.0,18.666666666666668,7.75,44.75,44.75
1107,10.0,18.666666666666668,7.75,37.5,37.5
1108,10.0,18.666666666666668,7.75,30.25,30.25
1109,10.0,18.666666666666668,7.75,23.0,23.0
1110,10.0,18.666666666666668,6.5,52.0,52.0
1111,10.0,18.666666666666668,6.5,44.75,44.75
1112,10.0,18.666666666666668,6.5,37.5,37.5
1113,10.0,18.666666666666668,6.5,30.25,30.25
1114,10.0,18.666666666666668,6.5,23.0,23.0
1115,10.0,18.666666666666668,5.25,52.0,52.0
1116,10.0,18.666666666666668,5.25,44.75,44.75
1117,10.0,18.666666666666668,5.25,37.5,37.5
1118,10.0,18.666666666666668,5.25,30.25,30.25
1119,10.0,18.666666666666668,5.25,23.0,23.0
1120,10.0,18.666666666666668,4.0,52.0,52.0
1121,10.0,18.666666666666668,4.0,44.75,44.75
1122,10.0,18.666666666666668,4.0,37.5,37.5
1123,10.0,18.666666666666668,4.0,30.25,30.25
1124,10.0,18.666666666666668,4.0,23.0,23.0
1125,10.0,16.5,9.0,52.0,52.0
1126,10.0,16.5,9.0,44.75,44.75
1127,10.0,16.5,9.0,37.5,37.5
1128,10.0,16.5,9.0,30.25,30.25
1129,10.0,16.5,9.0,23.0,23.0
1130,10.0,16.5,7.75,52.0,52.0
1131,10.0,16.5,7.75,44.75,44.75
1132,10.0,16.5,7.75,37.5,37.5
1133,10.0,16.5,7.75,30.25,30.25
1134,10.0,16.5,7.75,23.0,23.0
1135,10.0,16.5,6.5,52.0,52.0
1136,10.0,16.5,6.5,44.75,44.75
1137,10.0,16.5,6.5,37.5,37.5
1138,10.0,16.5,6.5,30.25,30.25
1139,10.0,16.5,6.5,23.0,23.0
1140,10.0,16.5,5.25,52.0,52.0
1141,10.0,16.5,5.25,44.75,44.75
1142,10.0,16.5,5.25,37.5,37.5
1143,10.0,16.5,5.25,30.25,30.25
1144,10.0,16.5,5.25,23.0,23.0
1145,10.0,16.5,4.0,52.0,52.0
1146,10.0,16.5,4.0,44.75,44.75
1147,10.0,16.5,4.0,37.5,37.5
1148,10.0,16.5,4.0,30.25,30.25
1149,10.0,16.5,4.0,23.0,23.0
1150,10.0,14.333333333333334,9.0,52.0,52.0
1151,10.0,14.333333333333334,9.0,44.75,44.75
1152,10.0,14.333333333333334,9.0,37.5,37.5
1153,10.0,14.333333333333334,9.0,30.25,30.25
1154,10.0,14.333333333333334,9.0,23.0,23.0
1155,10.0,14.333333333333334,7.75,52.0,52.0
1156,10.0,14.333333333333334,7.75,44.75,44.75
1157,10.0,14.333333333333334,7.75,37.5,37.5
1158,10.0,14.333333333333334,7.75,30.25,30.25
1159,10.0,14.333333333333334,7.75,23.0,23.0
1160,10.0,14.333333333333334,6.5,52.0,52.0
1161,10.0,14.333333333333334,6.5,44.75,44.75
1162,10.0,14.333333333333334,6.5,37.5,37.5
1163,10.0,14.333333333333334,6.5,30.25,30.25
1164,10.0,14.333333333333334,6.5,23.0,23.0
1165,10.0,14.333333333333334,5.25,52.0,52.0
1166,10.0,14.333333333333334,5.25,44.75,44.75
1167,10.0,14.333333333333334,5.25,37.5,37.5
1168,10.0,14.333333333333334,5.25,30.25,30.25
1169,10.0,14.333333333333334,5.25,23.0,23.0
1170,10.0,14.333333333333334,4.0,52.0,52.0
1171,10.0,14.333333333333334,4.0,44.75,44.75
1172,10.0,14.333333333333334,4.0,37.5,37.5
1173,10.0,14.333333333333334,4.0,30.25,30.25
1174,10.0,14.333333333333334,4.0,23.0,23.0
1175,10.0,12.166666666666668,9.0,52.0,52.0
1176,10.0,12.166666666666668,9.0,44.75,44.75
1177,10.0,12.166666666666668,9.0,37.5,37.5
1178,10.0,12.166666666666668,9.0,30.25,30.25
1179,10.0,12.166666666666668,9.0,23.0,23.0
1180,10.0,12.166666666666668,7.75,52.0,52.0
1181,10.0,12.166666666666668,7.75,44.75,44.75
1182,10.0,12.166666666666668,7.75,37.5,37.5
1183,10.0,12.166666666666668,7.75,30.25,30.25
1184,10.0,12.166666666666668,7.75,23.0,23.0
1185,10.0,12.166666666666668,6.5,52.0,52.0
1186,10.0,12.166666666666668,6.5,44.75,44.75
1187,10.0,12.166666666666668,6.5,37.5,37.5
1188,10.0,12.166666666666668,6.5,30.25,30.25
1189,10.0,12.166666666666668,6.5,23.0,23.0
1190,10.0,12.166666666666668,5.25,52.0,52.0
1191,10.0,12.166666666666668,5.25,44.75,44.75
1192,10.0,12.166666666666668,5.25,37.5,37.5
1193,10.0,12.166666666666668,5.25,30.25,30.25
1194,10.0,12.166666666666668,5.25,23.0,23.0
1195,10.0,12.166666666666668,4.0,52.0,52.0
1196,10.0,12.166666666666668,4.0,44.75,44.75
1197,10.0,12.166666666666668,4.0,37.5,37.5
1198,10.0,12.166666666666668,4.0,30.25,30.25
1199,10.0,12.166666666666668,4.0,23.0,23.0
1200,10.0,10.0,9.0,52.0,52.0
1201,10.0,10.0,9.0,44.75,44.75
1202,10.0,10.0,9.0,37.5,37.5
1203,10.0,10.0,9.0,30.25,30.25
1204,10.0,10.0,9.0,23.0,23.0
1205,10.0,10.0,7.75,52.0,52.0
1206,10.0,10.0,7.75,44.75,44.75
1207,10.0,10.0,7.75,37.5,37.5
1208,10.0,10.0,7.75,30.25,30.25
1209,10.0,10.0,7.75,23.0,23.0
1210,10.0,10.0,6.5,52.0,52.0
1211,10.0,10.0,6.5,44.75,44.75
1212,10.0,10.0,6.5,37.5,37.5
1213,10.0,10.0,6.5,30.25,30.25
1214,10.0,10.0,6.5,23.0,23.0
1215,10.0,10.0,5.25,52.0,52.0
1216,10.0,10.0,5.25,44.75,44.75
1217,10.0,10.0,5.25,37.5,37.5
1218,10.0,10.0,5.25,30.25,30.25
1219,10.0,10.0,5.25,23.0,23.0
1220,10.0,10.0,4.0,52.0,52.0
1221,10.0,10.0,4.0,44.75,44.75
1222,10.0,10.0,4.0,37.5,37.5
1223,10.0,10.0,4.0,30.25,30.25
1224,10.0,10.0,4.0,23.0,23.0
